"AB  - Autonomic dysreflexia (AD), which describes episodic hypertension, is highly  prevalent in people with spinal cord injury (SCI). In non-SCI, primary  hypertension depresses cardiac contractile reserve via beta-adrenergic  mechanisms. In this study, we investigated whether AD contributes to the  impairment in cardiac contractile function that accompanies SCI. We induced SCI  in rodents and stratified them into sham, SCI, or SCI plus repetitive induction  of AD. At 6-week post-SCI, we assessed cardiac function using in vivo  (speckle-tracking echocardiography), ex vivo (working heart), and molecular  approaches (Western blot). We also provide unique translational insight by  comparing the relationship between the number of daily AD events and cardiac  function in 14 individuals with cervical SCI. We found SCI and SCI plus  repetitive induction of AD exhibited a reduction in left ventricular dimensions  at 6-week post-SCI versus preinjury (P<0.049). Compared with sham, SCI exhibited   a reduction in peak radial strain along with a down and rightward shift in the  Starling curve (P<0.037), both of which were further depressed in SCI plus  repetitive induction of AD (P<0.042). In response to beta-adrenergic stimulation,  SCI plus repetitive induction of AD exhibited an attenuated increase in  contractile indices (P<0.001), despite no differences in beta-receptor expression  within the left ventricle. Our clinical data confirm our experimental findings by  demonstrating significant associations between the number of daily AD events and   markers of systolic and diastolic function along with left ventricular mechanics.  Here, we provide the first evidence from a translational perspective that AD  exerts insidious effects on cardiac function in rodents and humans with SCI."|"ad,sci,cardiac,function,left"|"sci,ad,cardiac,function,induction" 
"AB  - Ethanol consumption is associated with left ventricular dysfunction in heavy  ethanol drinkers. The effect of moderate ethanol intake on left ventricular  function in hypertension, however, is unknown. We investigated the relationship  between ethanol consumption and cardiac changes in nonalcoholic hypertensive  patients. In 335 patients with primary hypertension, we assessed daily ethanol  consumption by questionnaires that combined evaluation of recent and lifetime  ethanol exposure and examined cardiac structure and function by echocardiography.  Patients with abnormal liver tests, previous cardiovascular events, left  ventricular ejection fraction <50%, and creatinine clearance <30 mL/min 1.72 m(2)  were excluded. Left ventricular hypertrophy was found in 21% of hypertensive  patients and diastolic dysfunction was detected in 50% by tissue-Doppler imaging.  Ethanol consumption was comparable in hypertensive patients with and without left  ventricular hypertrophy, whereas patients with left ventricular diastolic  dysfunction had significantly greater consumption than patients with normal  ventricular filling. Left atrial diameter, e' wave velocity, e'/a' ratio, and  E/e' ratio changed progressively with increasing levels of ethanol consumption,  and prevalence of left ventricular diastolic dysfunction increased with a change   that became statistically significant in patients consuming 20 g/d of ethanol or   more. The e' wave velocity was inversely correlated with ethanol consumption, and  multivariate logistic regression indicated that ethanol consumption predicted  diastolic dysfunction independently of age, body mass index, blood pressure,  insulin sensitivity, and left ventricular mass index. In conclusion, ethanol  consumption is independently associated with left ventricular diastolic  dysfunction in nonalcoholic hypertensive patients and might contribute to  development of diastolic heart failure."|"ethanol,left,ventricular,consumption,patients"|"ethanol,left,ventricular,consumption,patients" 
"AB  - BACKGROUND: Hyperuricemia, which is frequently associated with hypertension, can   be caused by alcohol intake. To date, limited data have shown the link between  alcohol intake and hyperuricemic hypertension. METHODS: We retrospectively  examined the influence of alcohol intake on the relationship between the uric  acid level and blood pressure or cardio-metabolic parameters in 171 untreated  non-failing hypertensive patients (mean 59.3+/-10.7 years). Cross-sectional  analysis was separately performed in regular alcohol drinkers (more than 25g/day   ethanol, n=74, 82.4% men) and non-drinkers (n=97, 33.0% men). RESULTS: Diastolic   blood pressure was significantly higher in drinkers than in non-drinkers  (101.6+/-11.5mmHg vs. 96.8+/-8.2mmHg, p<0.01). Estimated glomerular filtration  rate (80.4+/-14.7mL/min/1.73m(2) vs. 80.0+/-17.8mL/min/1.73m(2)) and body mass  index (BMI, 24.7+/-4.4kg/m(2) vs. 24.8+/-4.2kg/m(2)) were similar in the two  groups. In the drinker group, the uric acid level (mean 6.3+/-1.7mg/dL) was  positively correlated with both systolic and diastolic blood pressures  (r=0.270/p=0.020 and r=0.354/p=0.0020, respectively), and with the markers of  cardiac hypertrophy, including electrocardiographic voltage (V1S+V5R,  r=0.244/p=0.042) and echocardiographic left ventricular mass index  (r=0.270/p=0.026). These correlations were also observed in the male drinker  sub-group. In the non-drinkers, the uric acid level (mean 5.0+/-1.4mg/dL) was  positively correlated with BMI (r=0.369/p=0.0002) but not with blood pressure or   the markers of cardiac hypertrophy. CONCLUSIONS: The results suggest that the  role of uric acid in blood pressure might differ between hypertensive drinkers  and non-drinkers. In regular alcohol drinkers, there was a positive association  of uric acid level with blood pressure and the severity of cardiac hypertrophy.  In non-regular drinkers, an increased uric acid level is likely to be closely  associated with increased BMI."|"drinkers,alcohol,blood,non,acid"|"drinkers,acid,blood,non,uric" 
"AB  - Increased systemic vascular resistance and coronary microvascular dysfunction are  well-documented in essential hypertension (EH). We investigated the effect of  additional vasodilating treatment on coronary and peripheral resistance  circulation in EH patients with high systemic vascular resistance index (SVRI)  despite well-treated blood pressure (BP). We enroled patients on stable  antihypertensive treatment that were given intensified vasodilating therapy (ACE   inhibitor, angiotensin II receptor blocker or calcium channel blocker). Before  and following 6 months of intensified therapy, coronary resting and maximal  artery flow were measured by transthoracic Doppler echocardiography to calculate   coronary flow reserve (CFR) and minimum vascular resistance (C-Rmin). Cardiac  output was estimated by inert gas rebreathing to calculate SVRI. Maximal forearm   blood flow was determined by venous occlusion plethysmography to calculate  minimum vascular resistance (F-Rmin). Patients were assigned into two groups:  high-SVRI and low-SVRI subgroups, based on a median split at baseline. Following   additional treatment SVRI decreased more in the high-SVRI group than in the  low-SVRI group (14.4 vs -2.2%: P=0.003), despite similar baseline ambulatory BP  (132/81 mm Hg) and BP reduction (6.5 and 4.6%: P=0.19). F-Rmin remained unchanged  (6.5 vs -2.0%: P=0.30), while C-Rmin decreased by 22 and 24% (P=0.80) and CFR  increased by 23 and 17% (P=0.16). Thus, intensified vasodilating therapy improved  SVRI more in patients with high SVRI than in those with low SVRI. Regardless of  SVRI status, the treatment improved cardiac but not forearm dilatation capacity.   The substantial improvement of the hypertensive cardiac microvascular dysfunction  was not related to the reduction in SVRI."|"svri,coronary,resistance,treatment,patients"|"svri,resistance,coronary,high,patients" 
"AB  - BACKGROUND: Vitamin D deficiency is related to an increased prevalence of  cardiovascular disease. Renin-angiotensin-aldosterone system suppression and  vascular dysfunction are considered among the main mechanisms implicated in this   association. However, interventional studies demonstrating that vitamin D  replacement reduces circulating renin-angiotensin-aldosterone components and  improves vascular function in humans are still lacking. METHODS: Thirty-three  consecutive patients with essential hypertension and hypovitaminosis D underwent   therapy with cholecalciferol 50 000 IU/week orally for 8 weeks. Thirty-three  hypertensive patients with normal vitamin D levels and 20 normotensive  individuals were also enrolled as control groups. At baseline and at the end of  the study, we evaluated plasma renin activity, circulating renin, angiotensin II,  aldosterone and plasma vitamin D levels. Endothelial function [flow-mediated  dilation (FMD)], carotid-femoral pulse wave velocity and augmentation index,  peripheral and central blood pressure were also acquired. RESULTS: After 8-week  cholecalciferol administration, all treated patients normalized plasma 25(OH)D  values. Furthermore, a reduction in plasma levels of plasma renin activity (1.17   +/- 0.3 vs 1.51 +/- 0.4 ng/ml per h, P = 0.02), renin (13.4 +/- 1.7 vs 19.2 +/-  2.9 pg/ml, P < 0.001), angiotensin II (11.6 +/- 1.6 vs 15.8 +/- 2.7 pg/ml, P =  0.02) was observed at the end of the study. FMD was significantly increased after  cholecalciferol treatment (4.4 +/- 2.6 vs 3.3 +/- 2.1%, P < 0.05), in the absence  of changes of brachial artery diameter and endothelium-independent vasodilation.   Carotid-femoral pulse wave velocity and augmentation index were not modified, as   well peripheral and central blood pressure. CONCLUSION: The restoration of normal  vitamin D levels after 8-week cholecalciferol treatment is able to inhibit  peripheral renin-angiotensin system and improve FMD in essential hypertensive  patients with hypovitaminosis D."|"renin,vitamin,angiotensin,cholecalciferol,fmd"|"renin,angiotensin,plasma,vitamin,cholecalciferol" 
"AB  - Essential hypertension (EH) is a common complex disorder with high heritability.   Maternal inherited pattern was observed in some families with EH, which was known  as maternally inherited essential hypertension (MIEH). Mitochondrial DNA (mtDNA)   mutations were identified to account for some MIEH in previous studies. In the  present study, we characterized clinical manifestations and the complete  mitochondrial genome of a Chinese family with MIEH. Through analyzing the whole  mtDNA genome of the proband, we identified a mutation m.5512A > G in the MT-TW  gene that changed a highly conserved nucleotide and could potentially affect the   function of tRNA(Trp). Furthermore, significantly exercise intolerance, left  ventricular remodeling and increased arterial stiffness were observed in carriers  with mutation m.5512A > G, which further supported the potentially pathogenic  effect of m.5512A > G in MIEH."|"mieh,potentially,mitochondrial,mutation,observed"|"mieh,5512a,eh,essential,genome" 
"AB  - BACKGROUND: Chinese herbal medicine has been used to treat hypertension in China   and East Asia since centuries. In this study, we conduct an overview of  systematic reviews of Chinese herbal medicine in the treatment of primary  hypertension to 1) summarize the conclusions of these reviews, 2) evaluate the  methodological quality of these reviews, and 3) rate the confidence in the effect  on each outcome. METHODS: We comprehensively searched six databases to retrieve  systematic reviews of Chinese herbal medicine for primary hypertension from  inception to December 31, 2015. We used AMSTAR to evaluate the methodological  quality of included reviews, and we classified the quality of evidence for each  outcome in included reviews using the GRADE approach. RESULTS: A total of 12  systematic reviews with 31 outcomes were included, among which 11 systematic  reviews focus on the therapeutic effect of Chinese herbal medicine combined with   conventional medicine or simple Chinese herbal medicine versus simple  conventional medicine. Among the 11 items of AMSTAR, the lowest quality was  "providing a priori design" item, none review conformed to this item, the next  was "stating the conflict of interest" item, only three reviews conformed to this  item. Five reviews scored less than seven in AMSTAR, which means that the overall  methodological quality was fairly poor. For GRADE, of the 31 outcomes, the  quality of evidence was high in none (0 %), moderate in three (10 %), low in 19  (61 %), and very low in nine (29 %). Of the five downgrading factors, risk of  bias (100 %) was the most common downgrading factor in the included reviews,  followed by imprecision (42 %), inconsistency (39 %), publication bias (39 %),  and indirectness (0 %). CONCLUSIONS: The methodological quality of systematic  reviews about Chinese herbal medicine for primary hypertension is fairly poor,  and the quality of evidence level is low. Physicians should be cautious when  applying the interventions in these reviews for primary hypertension patients in   clinical practice."|"reviews,quality,hypertension,medicine,systematic"|"reviews,medicine,quality,chinese,herbal" 
"AB  - Aldose Reductase (AR), encoded by AKR1B1, is a member of NADPH-dependent  aldo-keto reductase superfamily. The C-106T polymorphism of AKR1B1 is closely  related to the diabetic complications. Our previous studies have indicated that  the expression of AR was increased in spontaneously hypertensive rats, suggesting  the effect of AR in hypertension. Here we investigated whether AKR1B1 C-106T  polymorphism was associated with essential hypertension (EH). AKR1B1 C-106T  polymorphism was genotyped by polymerase chain reaction-restriction fragment  length polymorphism (PCR-RFLP) and the direct sequencing methods. 383 healthy  subjects and 383 essential hypertensive patients were recruited in this study.  The polymorphism of AKR1B1 C-106T in EH and normal tensive (NT) groups was in  agreement with Hardy-Weinberg equilibrium. -106T allele of AKR1B1 C-106T variants  was more frequent in EH patients compared with normal tensive subjects,  indicating that -106T allele was a risk factor of EH (OR=1.841,  95%CI=1.366-2.481). In male patients, C-106T polymorphism was associated  significantly with decreased serum high density lipoprotein cholesterol and  higher systolic blood pressure levels. Our results suggest that -106T allele of  AKR1B1 C-106T polymorphism may be associated with increased risk for EH in  Chinese Han population."|"polymorphism,akr1b1,eh,ar,patients"|"106t,akr1b1,polymorphism,eh,allele" 
"AB  - Objective To investigate the relationships of blood pressure circadian rhythm and  brain natriuretic peptide (BNP) with left ventricular hypertrophy (LVH) in  patients with primary hypertension. Methods Totally 349 patients (74 with LVH and  275 without LVH) with primary hypertension were enrolled in this  study.Echocardiography was performed to determine left ventricular mass index  (LVMI) using the Devereux formula. The nocturnal blood pressure decline  rate,24-hour blood pressure (24 h PP; especially 24 h mean systolic blood  pressure,24 h SBP) and blood pressure index (PPI) were determined by 24  h-ambulatory blood pressure monitoring. These 349 hypertensive patients were  divided into four groups including supper-dipper group (defined as>/=;20%,  n=7),dipper group (defined as 10%- 20%, n=77),non-dipper group (defined as 0-  10%, n=173),and anti-dipper group (defined as<0, n=92). The baseline demographic   characteristics of patients were collected. Fasting blood sugar,blood  lipids,blood urea nitrogen,serum cretinine,cystatin C,uric acid,and plasma BNP  level were measured. Results The patients with LVH (n=74) had significantly  higher percentage of grade 3 hypertension (85.1% vs.  46.9%;chi(2)=34.428,P<0.001),24 h SBP (134 mmHg vs. 129 mmHg; t=3.175,P=0.002)(1   mmHg=0.133 kPa),daytime-mean SBP (134 mmHg vs. 130 mmHg;  t=2.197,P=0.029),night-mean SBP(132 mmHg vs. 121 mmHg; t=4.763,P<0.001),and 24 h   PP(57 mmHg vs. 52 mmHg; t=4.120,P<0.001) and PPI (0.43 vs. 0.41; t=3.335,P=0.001)  and lower nocturnal blood pressure decline rate [(1.30+/-8.02)% vs.  (5.68+/-7.25)%; t=-4.510,P<0.001] than the non-LVH patients (n=275). The LVH  hypertensive group had significantly higher BNP level (87.8 pg/ml vs. 28.8 pg/ml;  t=2.170,P=0.034) and LVMI (135.1 g/m(2) vs. 88.7 g/m(2); t=15.285,P<0.001) than  the control group. No significant difference was observed in the BNP level among   supper-dipper,dipper,non-dipper and anti-dipper groups (P=0.137).However,the  difference was statistically significant in the LVMI (P=0.001).  Additionally,patients in the anti-dipper group had significantly higher LVMI than  those in the dipper patients (100.3 g/m(2) vs. 86.3 g/m(2); t=4.335,P<0.001) and   non-dipper (100.3 g/m(2) vs.93.7 g/m(2); t=1.987,P=0.048). Patients in the  non-dipper group had significantly higher LVMI than those in the dipper group  (93.7 g/m(2) vs. 86.3 g/m(2); t=2.693,P=0.008). The multivariate linear  correation analysis and logistic regressions analysis suggested a significant  correlation of LVMI with BNP and the grade of hypertension. Conclusion With the  increasing of plasma BNP level,the left ventricular hypertrophy is closely  related to abnormal blood pressure circadian rhythm and the grade of hypertension  in primary hypertensive patients."|"blood,patients,pressure,bnp,lvmi"|"dipper,vs,blood,patients,group" 
"AB  - BACKGROUND: More than 50 % of hypertensive patients have lipid disorders, and  one-third of hypertensive patients have impaired glucose metabolism. Owing to the  high prevalence of metabolic risk factors and/or comorbidities, antihypertensives  with favorable or neutral metabolic effects are preferred. Based on the available  evidence, diuretics and beta-blockers are heterogeneous regarding their metabolic  effects. OBJECTIVE: The aim of ACES (Antihypertensive Combinations' Long Term  Efficacy Comparing Study) was to compare the efficacy and metabolic effects of a   carvedilol/indapamide free combination, a fixed-dose combination of  perindopril/amlodipine, and a fixed combination of perindopril/indapamide in  everyday practice. METHODS: This study was a 6-month, multi-center, prospective,   observational, non-interventional, open-label clinical study. The data of 9124  outpatients (4898 female, 4226 male; mean age 61.7 +/- 11.7 years) with mild,  moderate, or severe essential (primary) hypertension with one or more metabolic  risk factors were subjected to statistical analysis. At visits one (day 1), three  (month 3), and four (month 6), the following metabolic parameters were monitored:  fasting blood glucose, glycosylated hemoglobin, estimated glomerular filtration  rate, total cholesterol, high-density lipoprotein-cholesterol, low-density  lipoprotein-cholesterol, triglycerides, and serum potassium, sodium, creatinine,   and uric acid levels. A total of 3888 patients took perindopril/amlodipine, while  2992 took perindopril/indapamide, and 2244 took a combination of  carvedilol/indapamide. Statistical analysis was carried out using the one-paired   t test and the Chi square test; the two-sided level of significance was set at  0.05. RESULTS: The observed changes in the main metabolic parameters were  favorable and similar in all therapeutic groups: fasting blood glucose decreased   by 5.5-5.5-5.5 %, total cholesterol by 9.0-10.2-9.9 %, and triglycerides by  12.7-15.4-13.8 % (respectively in perindopril/amlodipine, perindopril/indapamide   and carvedilol/indapamide groups). CONCLUSIONS: Based on our findings, we  conclude that the metabolic profile of indapamide is very similar to the  metabolically neutral and well-documented metabolic profiles of the  calcium-channel blocker amlodipine and the vasodilator beta-blocker carvedilol  and that all the combinations studied had similar beneficial effects on the main   metabolic parameters. The favorable changes of metabolic parameters are because  of the discontinuation of active substances (e.g., conventional thiazides,  second-generation beta-blockers) used in the previous therapy, which were  associated with unfavorable metabolic effects, and to the increase in the ratio  of administered lipid-lowering drugs and oral antidiabetic drugs.  Budapest, Hungary."|"metabolic,effects,one,indapamide,study"|"metabolic,indapamide,perindopril,effects,amlodipine" 
"AB  - PURPOSE: The goal of this study was to evaluate whether the blood  pressure-lowering efficacy of fimasartan/amlodipine combination therapy was  superior to that of fimasartan monotherapy after 8 weeks of treatment in patients  with hypertension who had failed to respond adequately to fimasartan monotherapy.  METHODS: This trial was a randomized, double-blind, multicenter, Phase III  clinical study. Patients who failed to respond after 4 weeks of treatment with 60  mg daily of fimasartan (sitting systolic blood pressure [SiSBP]) >/=140 mm Hg)  were randomized to receive either daily fimasartan 60 mg or fimasartan/amlodipine  60 mg/10 mg. The primary efficacy end point was the change in SiSBP from baseline  to week 8. Secondary end points included the change in SiSBP from baseline to  week 4, the changes in sitting diastolic blood pressure from baseline to weeks 4   and 8, and the response rate (SiSBP <140 mm Hg or decrease in SiSBP >/=20 mm Hg)   or control rate (SiSBP <140 mm Hg) at week 8. Treatment-emergent adverse events  were also assessed. FINDINGS: Of 143 patients randomized to treatment, 137  patients who had available efficacy data were analyzed. The mean age of patients   was 59.1 (8.9) years, and 100 (73.0%) were male. Baseline SiSBP and sitting  diastolic blood pressure were 150.6 (9.2) mm Hg and 91.7 (8.6) mm Hg,  respectively. In the fimasartan/amlodipine combination group, a greater reduction  in SiSBP from baseline to week 8 was observed compared with the fimasartan group   (7.8 [13.3] mm Hg in the fimasartan group vs 20.5 [14.6] mm Hg in the  fimasartan/amlodipine group; P < 0.0001). This reduction was observed after 4  weeks. The mean SiSBP changes from baseline to week 4 were 8.1 (15.8) mm Hg in  the fimasartan group and 20.1 (14.7) mm Hg in the fimasartan/amlodipine group (P   < 0.0001). At week 8, the response rate was significantly higher in the  fimasartan/amlodipine (82.1%) group than in the fimasartan (32.9%) group (P <  0.0001). The control rate at week 8 was also higher in the fimasartan/amlodipine   (79.1%) group than in the fimasartan (31.4%) group (P < 0.0001). Adverse drug  reactions were observed in 9 patients (6.3%), with no significant differences  between treatment groups. There were no serious adverse events associated with  the study drugs. IMPLICATIONS: Fimasartan/amlodipine combination therapy  exhibited superior efficacy in reducing blood pressure, with no increase in  adverse drug reactions, compared with fimasartan monotherapy. ClinicalTrials.gov   identifier: NCT02152306."|"fimasartan,sisbp,patients,week,treatment"|"fimasartan,group,hg,mm,sisbp" 
"AB  - OBJECTIVE: This meta-analysis evaluates the efficacy and safety of  lercanidipine/enalapril fixed-dose combination in patients with mild to moderate   essential hypertension. METHODS: Four observational studies on patients with  sitting diastolic blood pressure (SDBP) between 95 and 109 mmHg, treated with  lercanidipine/enalapril fixed-dose combination, were analyzed. The Random-Effect   Model was used to limit heterogeneity across the studies. Weights were applied to  determine the influence of each study on the combined results. The efficacy  outcome measure was the reduction from baseline to endpoint in systolic and  diastolic blood pressure (SBP and DBP, respectively). The incidence of  treatment-emergent adverse events (TEAEs) was also investigated. RESULTS: The  total number of patients analyzed for efficacy and safety was 9565. No  differences between study groups in demographics characteristics were observed.  Mean blood pressure in the pooled population of the four studies was 162/94 mmHg   at baseline. Overall, the lercanidipine/enalapril fixed-dose combination reduced   SBP by 26 mmHg (95% CI, 23-29), and DBP by 13 mmHg (12-15), p < 0.05 for both. No  safety concerns were reported. CONCLUSION: This meta-analysis supports the use of  the lercanidipine/enalapril fixed-dose combination for the treatment of  mild-to-moderate hypertension."|"patients,efficacy,studies,blood,pressure"|"combination,dose,enalapril,fixed,lercanidipine" 
"AB  - The purpose of the study was to evaluate the degree of morning blood pressure  surge (MBPS) and its relationship with markers of cardiovascular alterations in  untreated middle-aged hypertensives. We studied 241 patients (mean age, 36.6 +/-   10.7 years). Subjects with higher sleep-through MBPS (st-MBPS) were older (P =  .003), had higher carotid intima-media thickness (cIMT) (P = .05) and lower E/A  ratio (P = .01) than those with lower MBPS. Subjects with higher prewakening MBPS  (pw-MBPS) had significantly higher deceleration time (P = .01) compared with  those with lower pw-MBPS. St-MBPS correlated significantly with age, cIMT values,  24-hour systolic and diastolic BP, and systolic BP night-time fall. The  significant correlations between pw-MBPS and cIMT values, deceleration time,  24-hour diastolic BP and systolic BP night-time fall were observed. A  relationship between MBPS and cardiovascular alterations was observed both in  dippers and nondippers, although in non-dippers, it was less pronounced. The  results may imply a possible link between MBPS and markers of cardiovascular  alterations in untreated hypertensive subjects."|"mbps,time,cimt,higher,alterations"|"mbps,bp,higher,time,alterations" 
"AB  - OBJECTIVE: In the setting of normal sodium (Na) intake, many patients with  hypertension have inappropriately elevated plasma aldosterone (Aldo) levels and  may be at increased risk for tissue damage. Moreover, other adrenocortical  steroids, including endogenous ouabain can stimulate tissue damage. As endogenous  ouabain is often elevated in chronically Na-loaded states, is a vasoconstrictor,   raises blood pressure (BP), and also promotes tissue fibrosis, we investigated  the extent to which plasma Aldo and endogenous ouabain were coelevated among  naive hypertensive patients (NHP). We also investigated the impact of an acute  salt load on these steroids, BP, and renal function. METHODS: NHP (590) were  grouped in tertiles based on their baseline plasma Aldo (mean +/- SEM first 7.59   +/- 0.18, versus third 24.15 +/- 0.31 ng/dl). Baseline plasma renin activity (2.4  +/- 0.1 versus 1.2 +/- 0.1 ng/ml per h, P < 0.001), endogenous ouabain (268 +/-  14.9 pmol/l versus 239.0 +/- 13.6 pmol, P < 0.01) and DBP (91.9 +/- 0.76 versus  89.6 +/- 0.71 mmHg, P = 0.017) were higher in NHP in the third versus the first  Aldo tertile, respectively. RESULTS: Acute Na loading showed that the BP of the  third Aldo tertile NHP was especially salt-sensitive (slope of  pressure-natriuresis relationship 0.015 +/- 0.002 versus 0.003 +/- 0.001  muEq/mmHg per min, P = 0.00024 after adjustment for sex, BMI, and age).  Regression analyses showed that plasma Aldo and endogenous ouabain were linearly   related (beta = 0.181, P = 0.0003). CONCLUSION: Among patients with essential  hypertension, circulating endogenous ouabain and Aldo are typically coelevated  and their BP is salt-sensitive. In conditions where Aldo is inappropriately  elevated, both Aldo and endogenous ouabain may contribute to adverse  cardiovascular and renal outcomes."|"aldo,endogenous,ouabain,plasma,bp"|"aldo,endogenous,ouabain,versus,plasma" 
"AB  - Nowadays, fixed drug combinations are very important part of pharmacotherapy in  essential arterial hypertension. The ameliorated activity of RAAS system (ACE  inhibitors or sartans) along with calcium-ion channel inhibitor results in  additive decrease of blood pressure with concomitant beneficial safety profile.  Both telmisartan and amlodipine possess very favorable pharmacological  properties, what is reflected in results of performed clinical trials, in which  they were used as combinations."|"results,combinations,important,part,ace"|"combinations,results,ace,activity,additive" 
"AB  - Objective: To compare the incidence of metabolic disorders and uric acid (UA)  levels between patients with primary aldosteronism (PA) and essential  hypertension (EH), and to explore factors associated with UA levels in these  patients. Methods: A total of 117 PA and 117 EH patients individually matched by   sex, age, blood pressure and duration of hypertension were recruited from  in-hospital patients who were hospitalized in our department because of suspicion  of secondary hypertension from January 2008 to December 2014. Clinical data  including metabolic disorders and UA levels were analyzed. Results: (1) Body mass  index (BMI), waist circumference, plasma triglyceride (TG), low-density  lipoprotein cholesterol (LDL-C), free fatty acid (FFA) were significantly higher   in EH than in PA group (all P<0.05). Prevalence of diabetes mellitus or impaired   glucose tolerance (DM+ IGT) was significantly higher in EH than in PA group  (41.9% (49/117) vs. 17.1% (20/117), P<0.01). The prevalence of metabolic syndrome  (MS) was also significantly higher in EH than in PA group (51.3% (60/117) vs.  24.8% (29/117), P<0.01). (2) EH patients had higher homeostasis model assessment   for insulin resistance (HOMA-IR) and lower insulin sensitivity index composite  (ISI comp) than PA patients, but basic insulin secretion index (HOMA-beta) and  modified beta cell function index (MBCI) were significantly lower in PA than in  EH group (P<0.05). (3) With regard to target organs damages, PA patients revealed  higher 24-hour urinary protein, urinary albumin excretion rate (UAER), urinary  IgG, urinary alpha-1 microglobulin, left ventricular mass index and lower urine  specific gravity than EH patients (all P<0.05). There was no significant  difference in estimated glomerular filtration rate (eGFR) between two groups  (P=0.103). (4) UA level was significantly lower in PA group than in EH group  ((314.00+/-89.52) mumol/L vs. (379.16+/-101.25) mumol/L, P<0.01). Higher plasma  aldosterone concentration and lower plasma renin activity were associated with  lower UA level in PA group. Conclusions: Compared with sex, age and hypertension   duration matched EH patients, PA patients revealed lower UA level and less severe  abnormalities of glucose and lipid metabolism, but are associated with severer  renal and cardiac damages. The reduced UA level in PA patients is possibly due to  the high plasma aldosterone concentration and low plasma renin activity."|"patients,pa,eh,ua,index"|"pa,patients,eh,group,lower" 
"AB  - OBJECTIVE: To investigate the relationship between the level of serum cystatin C   (s-CC) and reverse-dipper blood pressure (BP) pattern. DESIGN: Cross-sectional  study. SETTING: Single centre. PARTICIPANTS: A total of 718 hypertensive patients  were eventually recruited from cardiac clinics between 2012 and 2014 in the  Second Affiliated Hospital, Xi'an Jiaotong University. They were diagnosed as  essential hypertension according to their casual office records of systolic blood  pressure (SBP) and/or diastolic blood pressure (DBP). Patients were excluded if  they were <18 or >90 years old, under antihypertensive treatment, night workers,   suffering from acute stroke or myocardial infarction within the past 6 months,  diagnosed as secondary hypertension, sleep apnoea or other sleep disorders, renal  failure, cardiac failure, chronic obstructive pulmonary disease, women during  pregnancy or intolerant to the ambulatory BP monitoring (ABPM). MEASUREMENT: The   selected patients were evaluated with 24 hours ABPM. Peripheral venous blood  samples were collected to evaluate the s-CC levels by ELISA. METHODS: The  distribution of hypertensive patients with different levels of s-CC among each  circadian BP pattern group was analysed using analysis of variance. Multinomial  logistic regression analysis was applied to explore the relationship between the   relevant variables and ABPM results. RESULTS: S-CC level in reverse-dipper group   (1.19+/-0.53 mg/L) was increased significantly when compared with dipper group  (1.06+/-0.36 mg/L) (p=0.021). In addition, after multinomial logistic regression   analysis, s-CC (OR 1.717; 95% CI 1.033 to 2.854; p=0.037) and diabetes (OR 2.313;  95% CI 1.401 to 3.821; p=0.01) were significantly different between the  reverse-dipper group and dipper group. On the other hand, the decline rate of  nocturnal SBP (r=-0.117; p=0.002) and DBP (r=-0.089; p=0.018) was negatively  correlated with the s-CC level. CONCLUSIONS: The s-CC level was significantly  higher in the reverse-dipper group than the dipper group and that s-CC was  associated with the reverse-dipper pattern of BP examined with 24 hour ABPM."|"cc,patients,bp,blood,group"|"cc,dipper,group,reverse,abpm" 
"AB  - OBJECTIVE: To study a non-drug therapy for hypertension disease by combining  percutaneous laser and electric pulse stimulation to acupoint with music, and to   test the efficiency of the combining treatment to grade 1 essential hypertension.  METHODS: A total of 174 patients with grade 1 essential hypertension were  randomly assigned to 3 groups with a random number table after Chinese medicine  (CM) syndrome differentiation: the photoelectric and musical treatment group  (Group 1, with a self-developed multi-mode audio frequency pulse photoelectric  therapeutic apparatus), acupuncture group (Group 2), and oral placebo group  (Group 3), 58 cases per group. The curative effect of each group was evaluated by  the changes of blood pressure and CM syndrome integral before and after  treatment. RESULTS: Compared with Group 3, there were significant decrease of  blood pressure and CM syndrome integral in Group 1 and Group 2 (P<0.01). Compared  with Group 2, Group 1 showed the highest decrease in systolic pressure (P<0.017).  The total effective rate of anti-hypertension in Group 1 (91.38%, 53/58) was  significantly higher than that in Group 2 (74.13%, 43/58) and Group 3 (18.97%,  11/58, P<0.05 or P<0.01); and that in Group 2 was also significantly higher than   that in Group 3 (P<0.01). There were significant difference in the total  effective rate of CM syndrome integral in both Group 1 (93.10%, 54/58) and Group   2 (84.48%, 49/58) as compared with Group 3 (17.24%, 10/58, P<0.01), while there  was no significant difference between Group 1 and Group 2 (P>0.05). CONCLUSIONS:   The multi-mode audio frequency pulse photoelectric therapeutic apparatus,  combining music, laser and electric pulse stimulation, is clinically useful for  grade 1 essential hypertension. This "three in one" therapy method is  non-invasive, easy and simple to handle. It is expected to be popularized as a  new alternative treatment."|"group,hypertension,treatment,cm,pulse"|"group,58,hypertension,01,cm" 
